"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Nebraska","Cass",2003,352,298,53,1,0,0,0,146,54,25,0,0,0,71,281
"Nebraska","Dawson",2003,58,48,10,0,0,0,0,91,58,33,0,0,0,0,58
"Nebraska","Douglas",2003,365,215,144,5,1,0,0,177,71,46,7,0,99,200,59
"Nebraska","Garden",2003,119,116,3,0,0,0,0,54,36,15,0,0,0,119,0
"Nebraska","Hall",2003,111,84,27,0,0,0,0,91,58,33,0,0,0,111,0
"Nebraska","Lancaster",2003,365,328,36,1,0,0,0,117,51,32,112,0,180,73,0
"Nebraska","Lincoln",2003,82,69,13,0,0,0,0,98,55,26,0,0,0,82,0
"Nebraska","Sarpy",2003,89,63,26,0,0,0,0,88,65,34,0,0,0,89,0
"Nebraska","Scotts Bluff",2003,107,99,8,0,0,0,0,74,48,23,0,0,0,107,0
"Nebraska","Thomas",2003,115,107,8,0,0,0,0,67,42,17,0,0,0,115,0
"Nebraska","Thurston",2003,44,35,9,0,0,0,0,72,55,25,0,0,0,44,0
"Nebraska","Washington",2003,86,63,23,0,0,0,0,84,59,33,0,0,0,86,0
"Nevada","Carson City",2003,365,311,54,0,0,0,0,87,58,37,154,0,211,0,0
"Nevada","Clark",2003,365,57,240,57,11,0,0,200,122,68,1,25,202,106,31
"Nevada","Douglas",2003,365,268,97,0,0,0,0,87,66,44,43,0,322,0,0
"Nevada","Elko",2003,353,350,2,1,0,0,0,104,32,16,0,0,0,24,329
"Nevada","Mineral",2003,71,70,1,0,0,0,0,55,35,21,0,0,0,71,0
"Nevada","Nye",2003,116,108,5,2,0,1,0,208,46,22,0,0,0,0,116
"Nevada","Washoe",2003,365,252,104,8,1,0,0,161,80,45,19,0,314,22,10
"Nevada","White Pine",2003,359,257,97,5,0,0,0,129,77,44,0,0,357,2,0
"New Hampshire","Belknap",2003,209,164,39,6,0,0,0,147,67,39,0,0,176,33,0
"New Hampshire","Cheshire",2003,213,169,40,4,0,0,0,136,71,39,0,0,172,41,0
"New Hampshire","Coos",2003,245,168,63,14,0,0,0,129,80,45,0,0,175,70,0
"New Hampshire","Grafton",2003,345,309,31,5,0,0,0,140,51,35,0,0,323,22,0
"New Hampshire","Hillsborough",2003,365,272,78,15,0,0,0,150,77,39,29,99,168,66,3
"New Hampshire","Merrimack",2003,242,194,45,3,0,0,0,119,64,35,0,0,156,86,0
"New Hampshire","Rockingham",2003,363,296,57,10,0,0,0,136,67,35,0,135,162,66,0
"New Hampshire","Strafford",2003,183,155,24,4,0,0,0,129,61,38,0,0,183,0,0
"New Hampshire","Sullivan",2003,208,165,38,5,0,0,0,147,67,41,0,0,172,36,0
"New Jersey","Atlantic",2003,365,278,66,18,1,2,0,205,75,38,0,0,311,54,0
"New Jersey","Bergen",2003,365,263,82,17,3,0,0,182,74,42,1,157,147,54,6
"New Jersey","Burlington",2003,361,361,0,0,0,0,0,30,16,9,361,0,0,0,0
"New Jersey","Camden",2003,365,222,108,27,6,2,0,226,100,45,1,52,238,73,1
"New Jersey","Cumberland",2003,358,279,54,22,2,1,0,216,84,36,0,0,358,0,0
"New Jersey","Essex",2003,354,223,128,3,0,0,0,127,70,45,0,285,8,60,1
"New Jersey","Gloucester",2003,365,252,84,25,2,2,0,219,90,40,0,0,303,62,0
"New Jersey","Hudson",2003,364,240,109,13,2,0,0,192,76,43,6,202,85,69,2
"New Jersey","Hunterdon",2003,359,286,54,13,4,2,0,210,84,33,0,0,359,0,0
"New Jersey","Mercer",2003,365,264,77,17,5,2,0,204,87,41,0,95,216,54,0
"New Jersey","Middlesex",2003,365,254,84,22,3,2,0,213,90,41,5,121,181,58,0
"New Jersey","Monmouth",2003,365,292,48,16,6,3,0,226,90,31,139,0,226,0,0
"New Jersey","Morris",2003,365,261,84,16,2,2,0,204,83,39,4,59,253,49,0
"New Jersey","Ocean",2003,265,165,67,24,7,2,0,212,108,44,0,0,206,59,0
"New Jersey","Passaic",2003,253,170,69,13,1,0,0,156,84,42,0,0,169,84,0
"New Jersey","Union",2003,365,142,211,10,2,0,0,153,85,56,2,116,0,247,0
"New Jersey","Warren",2003,110,62,46,1,1,0,0,155,80,44,0,0,0,110,0
"New Mexico","Bernalillo",2003,365,107,202,52,4,0,0,168,108,63,0,14,210,36,105
"New Mexico","Catron",2003,91,90,1,0,0,0,0,53,26,10,0,0,0,91,0
"New Mexico","Chaves",2003,123,102,20,1,0,0,0,140,56,32,0,0,0,113,10
"New Mexico","Dona Ana",2003,365,100,207,49,4,2,3,1005,112,64,0,11,180,84,90
"New Mexico","Eddy",2003,365,303,61,0,1,0,0,152,61,36,0,113,231,21,0
"New Mexico","Grant",2003,116,110,6,0,0,0,0,73,40,23,0,0,0,86,30
"New Mexico","Lea",2003,118,105,12,0,0,1,0,245,51,26,0,0,0,98,20
"New Mexico","Lincoln",2003,116,113,3,0,0,0,0,62,29,15,0,0,0,116,0
"New Mexico","Los Alamos",2003,112,112,0,0,0,0,0,41,21,13,0,0,0,112,0
"New Mexico","Luna",2003,58,55,1,2,0,0,0,113,33,16,0,0,0,0,58
"New Mexico","Rio Arriba",2003,98,98,0,0,0,0,0,42,23,11,0,0,0,98,0
"New Mexico","San Juan",2003,365,212,137,16,0,0,0,126,90,48,0,32,320,13,0
"New Mexico","Sandoval",2003,365,200,143,21,1,0,0,153,93,49,1,23,316,22,3
"New Mexico","Santa Fe",2003,364,361,3,0,0,0,0,67,26,12,184,0,0,176,4
"New Mexico","Socorro",2003,102,102,0,0,0,0,0,35,26,15,0,0,0,102,0
"New Mexico","Taos",2003,363,354,9,0,0,0,0,75,29,17,0,0,0,354,9
"New Mexico","Valencia",2003,167,113,54,0,0,0,0,97,67,47,0,0,167,0,0
"New York","Albany",2003,364,302,54,6,2,0,0,182,63,34,7,0,295,62,0
"New York","Bronx",2003,365,154,196,13,2,0,0,187,85,55,1,105,38,221,0
"New York","Broome",2003,28,19,9,0,0,0,0,65,63,40,0,0,0,28,0
"New York","Chautauqua",2003,365,273,70,15,5,2,0,214,84,38,0,0,337,28,0
"New York","Chemung",2003,359,319,34,5,1,0,0,164,54,32,0,0,359,0,0
"New York","Columbia",2003,43,43,0,0,0,0,0,49,21,11,0,0,0,0,43
"New York","Dutchess",2003,343,287,49,7,0,0,0,143,64,35,0,0,328,15,0
"New York","Erie",2003,365,243,105,10,6,1,0,201,75,42,0,117,180,68,0
"New York","Essex",2003,365,275,72,11,7,0,0,185,74,43,0,0,348,17,0
"New York","Franklin",2003,356,355,1,0,0,0,0,51,23,9,0,0,0,0,356
"New York","Hamilton",2003,348,310,32,4,2,0,0,161,54,37,0,0,348,0,0
"New York","Herkimer",2003,344,315,24,3,2,0,0,161,50,35,0,0,343,0,1
"New York","Jefferson",2003,221,171,33,8,7,2,0,202,87,41,0,0,221,0,0
"New York","Kings",2003,361,305,52,4,0,0,0,140,61,19,244,0,0,113,4
"New York","Madison",2003,347,291,49,5,2,0,0,197,58,37,0,0,347,0,0
"New York","Monroe",2003,365,297,57,8,3,0,0,172,65,34,20,0,269,76,0
"New York","Nassau",2003,322,266,52,4,0,0,0,134,60,37,0,239,0,82,1
"New York","New York",2003,365,205,147,9,4,0,0,167,80,45,46,157,0,110,52
"New York","Niagara",2003,364,288,62,8,4,2,0,205,68,34,103,0,183,77,1
"New York","Oneida",2003,236,199,29,6,2,0,0,185,71,38,0,0,205,31,0
"New York","Onondaga",2003,365,323,36,4,2,0,0,182,54,32,36,0,291,38,0
"New York","Orange",2003,252,175,63,10,4,0,0,164,84,43,0,0,176,76,0
"New York","Oswego",2003,209,155,43,6,3,2,0,204,84,44,0,0,209,0,0
"New York","Putnam",2003,212,161,39,10,2,0,0,182,77,41,0,0,212,0,0
"New York","Queens",2003,364,173,175,11,5,0,0,197,84,52,0,150,48,166,0
"New York","Rensselaer",2003,346,286,51,7,2,0,0,172,64,38,0,0,346,0,0
"New York","Richmond",2003,254,176,59,15,2,2,0,209,87,42,0,0,174,78,2
"New York","Saratoga",2003,234,168,52,10,4,0,0,187,77,41,0,0,234,0,0
"New York","Schenectady",2003,365,322,37,4,2,0,0,182,54,31,27,0,319,19,0
"New York","St. Lawrence",2003,96,79,16,1,0,0,0,131,57,24,0,0,0,96,0
"New York","Steuben",2003,330,240,88,2,0,0,0,128,62,33,0,0,0,330,0
"New York","Suffolk",2003,365,271,68,20,3,3,0,213,87,40,0,57,268,40,0
"New York","Tompkins",2003,322,262,53,4,3,0,0,177,67,36,0,0,269,53,0
"New York","Ulster",2003,362,303,45,11,3,0,0,172,67,39,0,0,360,0,2
"New York","Wayne",2003,206,175,23,6,2,0,0,190,61,37,0,0,206,0,0
"New York","Westchester",2003,360,291,53,12,4,0,0,179,67,34,0,0,302,58,0
"North Carolina","Alamance",2003,114,55,57,2,0,0,0,118,75,52,0,0,0,114,0
"North Carolina","Alexander",2003,213,134,62,16,1,0,0,151,93,46,0,0,213,0,0
"North Carolina","Avery",2003,365,252,101,12,0,0,0,150,77,44,0,0,340,25,0
"North Carolina","Buncombe",2003,303,178,119,6,0,0,0,137,72,46,0,0,90,213,0
"North Carolina","Cabarrus",2003,121,52,68,1,0,0,0,116,76,53,0,0,0,121,0
"North Carolina","Caldwell",2003,213,136,64,10,3,0,0,154,87,46,0,0,213,0,0
"North Carolina","Camden",2003,180,129,43,6,2,0,0,164,84,44,0,0,180,0,0
"North Carolina","Carteret",2003,357,312,38,7,0,0,0,133,58,38,0,0,357,0,0
"North Carolina","Caswell",2003,265,153,92,17,3,0,0,197,93,47,0,0,171,94,0
"North Carolina","Catawba",2003,119,44,72,3,0,0,0,114,77,58,0,0,0,118,1
"North Carolina","Chatham",2003,257,179,71,6,1,0,0,161,74,42,0,0,163,94,0
"North Carolina","Cumberland",2003,363,241,106,12,4,0,0,164,84,40,106,0,173,83,1
"North Carolina","Davidson",2003,118,47,68,3,0,0,0,126,78,55,0,0,0,118,0
"North Carolina","Davie",2003,214,114,76,20,3,1,0,201,101,49,0,0,214,0,0
"North Carolina","Duplin",2003,259,183,71,5,0,0,0,122,67,40,0,0,165,94,0
"North Carolina","Durham",2003,345,167,162,15,1,0,0,182,83,51,0,0,96,244,5
"North Carolina","Edgecombe",2003,236,137,82,13,4,0,0,179,93,46,0,0,179,57,0
"North Carolina","Forsyth",2003,365,146,197,16,6,0,0,195,87,54,1,38,90,236,0
"North Carolina","Franklin",2003,208,130,59,15,4,0,0,172,100,45,0,0,208,0,0
"North Carolina","Gaston",2003,120,50,69,1,0,0,0,115,74,54,0,0,0,120,0
"North Carolina","Graham",2003,209,108,87,12,2,0,0,151,97,50,0,0,209,0,0
"North Carolina","Granville",2003,205,116,65,20,4,0,0,200,112,48,0,0,205,0,0
"North Carolina","Guilford",2003,364,168,181,13,1,1,0,206,83,52,3,0,91,270,0
"North Carolina","Haywood",2003,264,107,130,27,0,0,0,147,101,57,0,0,198,66,0
"North Carolina","Henderson",2003,57,57,0,0,0,0,0,48,29,17,0,0,0,0,57
"North Carolina","Hyde",2003,73,67,6,0,0,0,0,84,50,26,0,0,0,73,0
"North Carolina","Jackson",2003,259,117,118,23,1,0,0,166,100,52,0,0,193,66,0
"North Carolina","Johnston",2003,207,147,51,7,2,0,0,164,87,44,0,0,207,0,0
"North Carolina","Lenoir",2003,256,168,79,6,3,0,0,166,77,43,0,0,168,88,0
"North Carolina","Lincoln",2003,211,115,74,17,5,0,0,174,105,48,0,0,211,0,0
"North Carolina","Macon",2003,356,324,30,2,0,0,0,112,49,34,0,0,356,0,0
"North Carolina","Martin",2003,223,164,51,6,2,0,0,177,74,42,0,0,197,26,0
"North Carolina","McDowell",2003,105,49,54,2,0,0,0,111,70,51,0,0,0,105,0
"North Carolina","Mecklenburg",2003,365,128,211,22,3,1,0,209,93,56,0,28,101,235,1
"North Carolina","Mitchell",2003,115,55,59,1,0,0,0,104,68,52,0,0,0,115,0
"North Carolina","Montgomery",2003,349,254,85,9,1,0,0,151,71,38,0,0,275,74,0
"North Carolina","Nash",2003,26,18,8,0,0,0,0,73,70,28,0,0,0,26,0
"North Carolina","New Hanover",2003,355,295,52,8,0,0,0,129,61,34,106,0,175,74,0
"North Carolina","Northampton",2003,203,133,58,11,1,0,0,154,87,44,0,0,203,0,0
"North Carolina","Onslow",2003,119,84,35,0,0,0,0,99,63,43,0,0,0,118,1
"North Carolina","Orange",2003,114,60,53,1,0,0,0,111,71,48,0,0,0,114,0
"North Carolina","Pasquotank",2003,58,42,15,1,0,0,0,123,60,39,0,0,0,58,0
"North Carolina","Person",2003,212,130,59,20,3,0,0,177,101,47,0,0,212,0,0
"North Carolina","Pitt",2003,253,166,79,5,3,0,0,174,77,43,0,0,160,93,0
"North Carolina","Randolph",2003,211,147,52,10,2,0,0,190,87,43,0,0,211,0,0
"North Carolina","Robeson",2003,115,60,55,0,0,0,0,95,70,48,0,0,0,115,0
"North Carolina","Rockingham",2003,213,140,55,16,2,0,0,154,97,45,0,0,213,0,0
"North Carolina","Rowan",2003,214,105,75,27,5,2,0,212,115,51,0,0,214,0,0
"North Carolina","Swain",2003,258,171,82,5,0,0,0,126,74,44,0,0,166,92,0
"North Carolina","Union",2003,207,140,56,10,0,1,0,201,93,45,0,0,207,0,0
"North Carolina","Wake",2003,363,151,182,24,5,1,0,210,90,53,7,0,123,233,0
"North Carolina","Watauga",2003,114,70,43,1,0,0,0,117,66,43,0,0,0,114,0
"North Carolina","Wayne",2003,117,60,56,1,0,0,0,109,68,49,0,0,0,113,4
"North Carolina","Yancey",2003,206,99,90,16,1,0,0,154,97,51,0,0,206,0,0
"North Dakota","Billings",2003,143,141,2,0,0,0,0,74,36,25,0,0,42,101,0
"North Dakota","Burke",2003,342,338,4,0,0,0,0,92,32,12,0,182,60,95,5
"North Dakota","Burleigh",2003,124,113,11,0,0,0,0,70,49,30,0,0,0,120,4
"North Dakota","Cass",2003,365,307,57,1,0,0,0,131,56,36,0,26,287,48,4
"North Dakota","Dunn",2003,364,338,26,0,0,0,0,97,49,35,0,1,363,0,0
"North Dakota","McKenzie",2003,365,321,40,4,0,0,0,133,58,36,0,16,339,10,0
"North Dakota","McLean",2003,61,61,0,0,0,0,0,31,12,6,0,0,0,0,61
"North Dakota","Mercer",2003,365,339,26,0,0,0,0,93,49,34,0,7,347,11,0
"North Dakota","Oliver",2003,365,350,15,0,0,0,0,90,46,32,0,19,346,0,0
"Ohio","Allen",2003,225,153,57,11,4,0,0,195,90,44,0,0,211,0,14
"Ohio","Ashtabula",2003,214,145,50,14,3,2,0,204,97,44,0,0,214,0,0
"Ohio","Athens",2003,109,65,43,1,0,0,0,110,73,42,0,0,0,107,2
"Ohio","Belmont",2003,60,59,1,0,0,0,0,54,31,20,0,0,0,0,60
"Ohio","Butler",2003,364,132,199,28,3,2,0,217,93,55,0,0,126,238,0
"Ohio","Clark",2003,264,155,91,15,1,2,0,216,93,48,0,0,181,83,0
"Ohio","Clermont",2003,211,123,71,12,5,0,0,200,97,47,0,0,211,0,0
"Ohio","Clinton",2003,213,122,65,20,6,0,0,195,108,48,0,0,213,0,0
"Ohio","Columbiana",2003,61,52,9,0,0,0,0,71,54,30,0,0,0,0,61
"Ohio","Crawford",2003,359,281,66,8,4,0,0,195,71,36,0,0,359,0,0
"Ohio","Cuyahoga",2003,365,100,234,25,4,2,0,207,97,61,0,24,50,263,28
"Ohio","Delaware",2003,213,139,56,13,4,1,0,201,97,45,0,0,213,0,0
"Ohio","Fayette",2003,348,272,65,9,2,0,0,177,77,36,0,0,348,0,0
"Ohio","Franklin",2003,365,108,223,27,5,2,0,225,97,59,0,0,103,259,3
"Ohio","Gallia",2003,55,24,29,2,0,0,0,106,83,54,0,0,0,55,0
"Ohio","Geauga",2003,204,119,65,13,5,2,0,216,100,48,0,0,204,0,0
"Ohio","Greene",2003,248,173,59,12,4,0,0,187,84,44,0,0,210,18,20
"Ohio","Hamilton",2003,365,90,244,25,6,0,0,197,96,60,0,30,68,267,0
"Ohio","Hancock",2003,40,40,0,0,0,0,0,36,31,23,0,0,0,0,40
"Ohio","Jefferson",2003,365,132,209,20,3,1,0,202,93,56,36,0,49,279,1
"Ohio","Knox",2003,214,151,48,12,2,1,0,207,87,44,0,0,214,0,0
"Ohio","Lake",2003,365,255,84,22,2,2,0,207,87,38,109,0,184,72,0
"Ohio","Lawrence",2003,268,155,103,8,2,0,0,164,84,46,0,0,164,99,5
"Ohio","Licking",2003,236,159,61,12,4,0,0,192,84,43,0,0,211,0,25
"Ohio","Lorain",2003,263,167,86,7,3,0,0,172,77,42,0,0,163,100,0
"Ohio","Lucas",2003,365,142,192,25,6,0,0,197,98,55,0,0,120,244,1
"Ohio","Madison",2003,212,128,65,15,3,1,0,202,97,47,0,0,212,0,0
"Ohio","Mahoning",2003,365,138,212,12,1,2,0,212,85,56,0,0,68,297,0
"Ohio","Medina",2003,212,140,59,9,4,0,0,195,90,45,0,0,212,0,0
"Ohio","Miami",2003,214,120,75,14,3,2,0,210,97,48,0,0,214,0,0
"Ohio","Monroe",2003,61,60,1,0,0,0,0,54,35,20,0,0,0,0,61
"Ohio","Montgomery",2003,365,123,214,23,3,2,0,217,95,57,6,0,89,270,0
"Ohio","Noble",2003,358,259,89,7,2,1,0,213,71,39,0,0,295,63,0
"Ohio","Portage",2003,259,141,97,17,2,2,0,219,97,47,0,0,180,79,0
"Ohio","Preble",2003,245,168,72,3,2,0,0,156,74,44,0,0,177,68,0
"Ohio","Scioto",2003,122,59,62,1,0,0,0,102,76,53,0,0,0,117,5
"Ohio","Seneca",2003,166,164,2,0,0,0,0,53,30,15,0,0,0,0,166
"Ohio","Stark",2003,365,233,111,16,3,2,0,212,84,44,62,0,167,91,45
"Ohio","Summit",2003,365,135,208,18,3,1,0,204,87,55,0,0,67,293,5
"Ohio","Trumbull",2003,362,153,187,17,3,2,0,210,87,54,0,0,116,245,1
"Ohio","Warren",2003,212,131,55,16,9,1,0,213,112,46,0,0,212,0,0
"Ohio","Washington",2003,247,173,63,8,1,2,0,222,84,43,0,0,211,0,36
"Ohio","Wood",2003,214,158,42,9,5,0,0,177,80,44,0,0,214,0,0
"Ohio","Wyandot",2003,154,154,0,0,0,0,0,48,40,25,0,0,0,0,154
"Oklahoma","Adair",2003,363,263,89,10,1,0,0,161,80,42,0,0,359,4,0
"Oklahoma","Caddo",2003,54,38,16,0,0,0,0,79,64,35,0,0,0,54,0
"Oklahoma","Canadian",2003,365,269,83,13,0,0,0,136,80,39,0,0,346,19,0
"Oklahoma","Carter",2003,277,152,103,22,0,0,0,150,93,49,0,0,217,60,0
"Oklahoma","Cherokee",2003,365,267,89,8,1,0,0,151,74,41,37,30,225,39,34
"Oklahoma","Cleveland",2003,361,286,65,9,1,0,0,151,74,38,4,43,314,0,0
"Oklahoma","Comanche",2003,365,272,83,9,1,0,0,151,74,42,8,0,312,45,0
"Oklahoma","Cotton",2003,243,154,76,12,1,0,0,154,87,46,0,0,243,0,0
"Oklahoma","Creek",2003,264,182,69,11,2,0,0,161,84,44,0,0,264,0,0
"Oklahoma","Custer",2003,58,58,0,0,0,0,0,43,33,19,0,0,0,0,58
"Oklahoma","Dewey",2003,365,264,87,14,0,0,0,129,84,42,0,0,365,0,0
"Oklahoma","Ellis",2003,120,100,19,1,0,0,0,108,53,29,0,0,0,120,0
"Oklahoma","Garfield",2003,124,92,32,0,0,0,0,93,58,40,0,0,0,124,0
"Oklahoma","Johnston",2003,225,162,60,2,1,0,0,154,80,43,0,0,225,0,0
"Oklahoma","Kay",2003,365,219,128,18,0,0,0,140,90,45,1,32,194,54,84
"Oklahoma","Lincoln",2003,57,36,21,0,0,0,0,93,63,42,0,0,0,57,0
"Oklahoma","Mayes",2003,123,73,49,1,0,0,0,106,67,47,0,0,0,123,0
"Oklahoma","McClain",2003,365,283,70,11,1,0,0,151,77,39,0,0,365,0,0
"Oklahoma","Muskogee",2003,365,301,64,0,0,0,0,95,56,25,0,39,0,111,215
"Oklahoma","Oklahoma",2003,365,166,170,28,1,0,0,169,97,52,0,40,197,126,2
"Oklahoma","Ottawa",2003,364,242,102,20,0,0,0,140,80,42,1,37,213,37,76
"Oklahoma","Pawnee",2003,41,28,13,0,0,0,0,63,60,43,0,0,0,41,0
"Oklahoma","Payne",2003,2,2,0,0,0,0,0,33,33,33,0,0,0,2,0
"Oklahoma","Pittsburg",2003,363,265,90,8,0,0,0,129,67,42,0,0,299,64,0
"Oklahoma","Seminole",2003,58,34,24,0,0,0,0,95,64,43,0,0,0,58,0
"Oklahoma","Tulsa",2003,365,153,183,22,7,0,0,172,97,55,0,3,202,159,1
"Oregon","Clackamas",2003,223,197,19,7,0,0,0,147,54,32,0,0,150,73,0
"Oregon","Columbia",2003,172,155,16,1,0,0,0,108,50,30,0,0,131,41,0
"Oregon","Deschutes",2003,225,209,16,0,0,0,0,86,40,18,136,0,0,88,1
"Oregon","Harney",2003,60,51,9,0,0,0,0,85,54,23,0,0,0,45,15
"Oregon","Jackson",2003,365,275,83,7,0,0,0,129,72,36,143,0,147,72,3
"Oregon","Josephine",2003,243,220,22,1,0,0,0,127,44,24,142,0,0,97,4
"Oregon","Klamath",2003,238,206,30,2,0,0,0,146,60,20,119,0,0,109,10
"Oregon","Lake",2003,93,92,1,0,0,0,0,86,36,20,0,0,0,46,47
"Oregon","Lane",2003,365,217,117,26,5,0,0,158,93,45,8,0,130,226,1
"Oregon","Linn",2003,111,90,21,0,0,0,0,91,64,26,0,0,0,111,0
"Oregon","Marion",2003,327,297,24,6,0,0,0,133,50,29,160,0,145,22,0
"Oregon","Multnomah",2003,365,325,40,0,0,0,0,93,51,26,159,53,58,95,0
"Oregon","Umatilla",2003,84,75,8,1,0,0,0,109,56,21,0,0,0,54,30
"Oregon","Union",2003,129,115,14,0,0,0,0,77,52,21,0,0,0,106,23
"Oregon","Wallowa",2003,100,100,0,0,0,0,0,48,25,11,0,0,0,100,0
"Oregon","Wasco",2003,52,45,7,0,0,0,0,72,52,23,0,0,0,52,0
"Oregon","Washington",2003,116,90,25,1,0,0,0,107,62,25,0,0,0,116,0
"Pennsylvania","Adams",2003,365,169,177,17,2,0,0,195,90,52,0,0,158,207,0
"Pennsylvania","Allegheny",2003,365,99,210,38,16,2,0,218,119,62,0,14,65,277,9
"Pennsylvania","Armstrong",2003,212,142,54,12,3,1,0,208,97,44,0,0,212,0,0
"Pennsylvania","Beaver",2003,365,224,117,19,3,2,0,217,90,44,0,106,178,76,5
"Pennsylvania","Berks",2003,365,265,82,16,1,1,0,201,80,39,0,140,135,86,4
"Pennsylvania","Blair",2003,365,307,48,7,3,0,0,197,61,35,0,150,191,0,24
"Pennsylvania","Bucks",2003,365,248,87,23,5,2,0,205,94,41,0,125,169,62,9
"Pennsylvania","Cambria",2003,365,264,90,9,2,0,0,190,71,39,2,106,148,93,16
"Pennsylvania","Centre",2003,365,173,172,16,2,2,0,202,84,53,0,3,157,205,0
"Pennsylvania","Chester",2003,263,134,103,23,1,2,0,207,99,50,0,0,178,85,0
"Pennsylvania","Clearfield",2003,187,132,46,5,4,0,0,192,84,44,0,0,187,0,0
"Pennsylvania","Cumberland",2003,349,161,173,14,1,0,0,157,84,53,0,0,0,349,0
"Pennsylvania","Dauphin",2003,365,149,191,22,2,1,0,203,93,56,1,32,72,259,1
"Pennsylvania","Delaware",2003,364,239,97,25,1,2,0,203,90,43,0,147,132,77,8
"Pennsylvania","Elk",2003,359,301,51,4,3,0,0,182,61,34,0,0,359,0,0
"Pennsylvania","Erie",2003,365,208,144,9,3,1,0,204,79,46,4,50,110,196,5
"Pennsylvania","Franklin",2003,192,128,58,4,2,0,0,174,77,46,0,0,192,0,0
"Pennsylvania","Greene",2003,246,165,71,7,3,0,0,200,84,44,39,0,207,0,0
"Pennsylvania","Lackawanna",2003,365,207,148,8,2,0,0,172,78,45,0,36,104,225,0
"Pennsylvania","Lancaster",2003,365,237,104,20,2,2,0,217,90,42,0,121,152,86,6
"Pennsylvania","Lawrence",2003,365,315,44,5,0,1,0,218,54,35,0,134,166,0,65
"Pennsylvania","Lehigh",2003,365,184,156,21,3,1,0,202,90,50,0,54,108,202,1
"Pennsylvania","Luzerne",2003,365,196,154,12,3,0,0,172,81,48,3,30,93,232,7
"Pennsylvania","Lycoming",2003,239,185,41,9,4,0,0,187,80,41,0,0,214,0,25
"Pennsylvania","Mercer",2003,365,183,167,10,4,1,0,210,81,50,0,0,134,231,0
"Pennsylvania","Montgomery",2003,365,268,83,11,2,1,0,202,80,39,4,139,140,69,13
"Pennsylvania","Northampton",2003,365,164,173,24,2,2,0,203,92,54,0,16,100,230,19
"Pennsylvania","Perry",2003,364,275,79,7,3,0,0,166,73,34,0,116,155,93,0
"Pennsylvania","Philadelphia",2003,365,147,179,34,5,0,0,197,101,55,1,54,92,218,0
"Pennsylvania","Schuylkill",2003,353,353,0,0,0,0,0,16,8,2,353,0,0,0,0
"Pennsylvania","Somerset",2003,335,298,32,5,0,0,0,136,54,33,0,0,335,0,0
"Pennsylvania","Tioga",2003,197,133,54,8,2,0,0,185,87,44,0,0,197,0,0
"Pennsylvania","Washington",2003,365,160,184,15,5,1,0,217,90,54,0,19,111,235,0
