"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Pennsylvania","Westmoreland",2003,365,247,108,6,3,1,0,205,74,40,0,100,151,98,16
"Pennsylvania","York",2003,364,241,95,25,2,1,0,202,88,43,1,126,136,91,10
"Puerto Rico","Barceloneta",2003,53,49,4,0,0,0,0,61,36,19,0,0,0,0,53
"Puerto Rico","Bayamon",2003,109,103,6,0,0,0,0,75,43,22,0,0,0,88,21
"Puerto Rico","Carolina",2003,55,51,4,0,0,0,0,59,41,19,0,0,0,0,55
"Puerto Rico","Catano",2003,350,327,23,0,0,0,0,69,44,23,0,0,0,0,350
"Puerto Rico","Fajardo",2003,348,333,15,0,0,0,0,66,38,20,0,0,0,122,226
"Puerto Rico","Guayama",2003,118,109,9,0,0,0,0,82,47,22,0,0,0,52,66
"Puerto Rico","Guayanilla",2003,110,104,6,0,0,0,0,79,45,24,0,0,0,110,0
"Puerto Rico","Guaynabo",2003,360,299,61,0,0,0,0,80,54,37,0,0,0,252,108
"Puerto Rico","Humacao",2003,111,107,4,0,0,0,0,76,37,18,0,0,0,82,29
"Puerto Rico","Lares",2003,95,94,1,0,0,0,0,69,38,21,0,0,0,95,0
"Puerto Rico","Manati",2003,58,54,4,0,0,0,0,67,42,19,0,0,0,0,58
"Puerto Rico","Mayagnez",2003,99,89,10,0,0,0,0,72,51,30,0,0,0,99,0
"Puerto Rico","Ponce",2003,111,93,18,0,0,0,0,81,53,29,0,0,0,70,41
"Puerto Rico","Rio Grande",2003,55,51,4,0,0,0,0,62,37,17,0,0,0,0,55
"Puerto Rico","San Juan",2003,365,278,87,0,0,0,0,89,58,39,132,7,0,158,68
"Puerto Rico","Vieques",2003,57,51,6,0,0,0,0,74,53,24,0,0,0,0,57
"Rhode Island","Kent",2003,228,180,36,11,1,0,0,200,71,39,0,3,163,51,11
"Rhode Island","Providence",2003,365,205,147,10,3,0,0,197,80,47,0,57,89,219,0
"Rhode Island","Washington",2003,182,125,44,5,7,1,0,208,93,43,0,0,182,0,0
"South Carolina","Abbeville",2003,224,153,60,11,0,0,0,150,93,44,0,0,224,0,0
"South Carolina","Aiken",2003,339,291,45,3,0,0,0,122,61,28,0,98,225,0,16
"South Carolina","Anderson",2003,221,129,74,18,0,0,0,150,97,47,0,0,221,0,0
"South Carolina","Barnwell",2003,365,310,50,5,0,0,0,126,61,32,0,16,343,0,6
"South Carolina","Beaufort",2003,119,79,40,0,0,0,0,77,60,38,0,0,0,119,0
"South Carolina","Berkeley",2003,364,293,68,3,0,0,0,133,62,36,0,0,296,68,0
"South Carolina","Charleston",2003,365,202,158,5,0,0,0,136,71,47,0,10,120,235,0
"South Carolina","Cherokee",2003,364,290,61,12,1,0,0,154,74,37,0,0,364,0,0
"South Carolina","Chester",2003,232,165,54,13,0,0,0,147,84,42,0,0,232,0,0
"South Carolina","Chesterfield",2003,359,256,91,11,1,0,0,151,77,40,0,0,287,72,0
"South Carolina","Colleton",2003,230,189,38,3,0,0,0,119,64,36,0,0,230,0,0
"South Carolina","Darlington",2003,358,291,57,9,1,0,0,154,74,37,0,0,358,0,0
"South Carolina","Edgefield",2003,357,285,71,1,0,0,0,105,61,36,0,0,266,91,0
"South Carolina","Florence",2003,118,65,53,0,0,0,0,91,67,47,0,0,0,118,0
"South Carolina","Georgetown",2003,298,218,80,0,0,0,0,86,60,35,0,0,0,101,197
"South Carolina","Greenville",2003,365,148,211,6,0,0,0,118,74,54,0,47,0,318,0
"South Carolina","Greenwood",2003,119,63,55,1,0,0,0,104,69,49,0,0,0,119,0
"South Carolina","Horry",2003,119,76,43,0,0,0,0,85,61,44,0,0,0,119,0
"South Carolina","Lexington",2003,303,225,78,0,0,0,0,94,59,33,0,0,0,107,196
"South Carolina","Oconee",2003,356,262,80,14,0,0,0,140,77,42,0,0,317,39,0
"South Carolina","Orangeburg",2003,355,321,34,0,0,0,0,88,49,12,0,262,0,93,0
"South Carolina","Pickens",2003,220,129,70,21,0,0,0,143,100,47,0,0,220,0,0
"South Carolina","Richland",2003,365,152,189,22,2,0,0,169,91,54,1,11,163,175,15
"South Carolina","Spartanburg",2003,359,161,181,15,2,0,0,172,85,54,0,0,108,251,0
"South Carolina","Union",2003,229,174,43,12,0,0,0,147,87,41,0,0,229,0,0
"South Carolina","Williamsburg",2003,221,180,39,2,0,0,0,126,67,37,0,0,221,0,0
"South Carolina","York",2003,248,185,54,9,0,0,0,129,80,39,0,0,231,0,17
"South Dakota","Brookings",2003,125,90,35,0,0,0,0,85,63,35,0,0,0,76,49
"South Dakota","Brown",2003,121,100,21,0,0,0,0,71,56,33,0,0,0,97,24
"South Dakota","Codington",2003,121,86,35,0,0,0,0,81,62,38,0,0,0,97,24
"South Dakota","Custer",2003,118,115,3,0,0,0,0,53,29,11,0,0,0,118,0
"South Dakota","Jackson",2003,227,198,28,1,0,0,0,101,58,30,0,0,147,75,5
"South Dakota","Meade",2003,120,107,13,0,0,0,0,71,52,23,0,0,0,82,38
"South Dakota","Minnehaha",2003,365,308,56,1,0,0,0,105,58,27,0,140,32,88,105
"South Dakota","Pennington",2003,331,225,100,6,0,0,0,122,77,43,0,0,142,33,156
"Tennessee","Anderson",2003,237,171,56,8,2,0,0,169,87,42,0,0,237,0,0
"Tennessee","Blount",2003,364,198,124,34,8,0,0,177,108,49,0,0,314,50,0
"Tennessee","Bradley",2003,303,303,0,0,0,0,0,50,34,22,0,263,0,0,40
"Tennessee","Claiborne",2003,353,289,59,5,0,0,0,126,64,37,0,0,353,0,0
"Tennessee","Davidson",2003,365,130,220,15,0,0,0,150,87,56,1,6,52,306,0
"Tennessee","DeKalb",2003,355,296,52,6,1,0,0,159,64,38,0,0,355,0,0
"Tennessee","Dyer",2003,105,60,44,1,0,0,0,106,68,46,0,0,0,105,0
"Tennessee","Hamilton",2003,286,141,125,16,4,0,0,195,93,51,0,0,187,99,0
"Tennessee","Haywood",2003,304,202,89,12,1,0,0,166,80,44,27,32,245,0,0
"Tennessee","Humphreys",2003,362,283,63,16,0,0,0,150,74,38,0,18,344,0,0
"Tennessee","Jefferson",2003,245,169,62,11,3,0,0,187,87,44,0,0,245,0,0
"Tennessee","Knox",2003,365,128,216,15,6,0,0,187,89,57,0,0,109,256,0
"Tennessee","Lawrence",2003,278,171,98,8,1,0,0,159,77,47,0,0,202,76,0
"Tennessee","Loudon",2003,47,16,31,0,0,0,0,98,84,55,0,0,0,47,0
"Tennessee","Madison",2003,81,63,18,0,0,0,0,76,60,24,0,0,0,39,42
"Tennessee","Maury",2003,109,61,48,0,0,0,0,93,67,46,0,0,0,109,0
"Tennessee","McMinn",2003,320,268,50,2,0,0,0,119,58,24,0,214,0,92,14
"Tennessee","Meigs",2003,303,206,76,21,0,0,0,147,93,44,17,43,243,0,0
"Tennessee","Montgomery",2003,122,69,51,2,0,0,0,108,80,43,0,0,0,107,15
"Tennessee","Obion",2003,302,210,76,15,1,0,0,154,80,43,0,5,297,0,0
"Tennessee","Putnam",2003,279,147,113,18,1,0,0,177,93,49,0,0,211,68,0
"Tennessee","Roane",2003,115,55,60,0,0,0,0,91,74,51,0,0,0,106,9
"Tennessee","Rutherford",2003,236,144,75,16,1,0,0,154,93,46,0,0,236,0,0
"Tennessee","Sevier",2003,363,195,135,30,3,0,0,182,100,49,0,0,363,0,0
"Tennessee","Shelby",2003,365,95,234,29,7,0,0,172,100,61,0,26,87,252,0
"Tennessee","Sullivan",2003,365,239,107,16,3,0,0,182,84,44,1,117,181,66,0
"Tennessee","Sumner",2003,285,143,118,20,4,0,0,174,97,50,0,0,206,79,0
"Tennessee","Union",2003,364,277,86,1,0,0,0,104,60,31,0,0,0,0,364
"Tennessee","Williamson",2003,244,145,79,19,1,0,0,156,97,48,0,0,244,0,0
"Tennessee","Wilson",2003,243,155,70,17,1,0,0,159,97,46,0,0,243,0,0
"Texas","Bexar",2003,365,232,100,26,7,0,0,187,97,45,0,46,242,48,29
"Texas","Bowie",2003,119,55,64,0,0,0,0,83,72,52,0,0,0,119,0
"Texas","Brazoria",2003,365,277,53,24,10,1,0,206,100,37,0,37,322,6,0
"Texas","Brewster",2003,356,297,59,0,0,0,0,90,58,40,0,0,333,23,0
"Texas","Caldwell",2003,30,23,7,0,0,0,0,63,58,39,0,0,0,30,0
"Texas","Cameron",2003,365,276,84,5,0,0,0,123,63,39,1,0,163,57,144
"Texas","Collin",2003,365,249,81,31,3,1,0,201,97,42,0,0,348,17,0
"Texas","Culberson",2003,109,100,7,2,0,0,0,112,43,18,0,0,0,109,0
"Texas","Dallas",2003,365,130,189,35,9,2,0,226,109,58,0,45,153,166,1
"Texas","Denton",2003,365,259,71,26,9,0,0,185,100,40,0,38,327,0,0
"Texas","Ector",2003,123,108,15,0,0,0,0,80,53,30,0,0,0,123,0
"Texas","El Paso",2003,365,104,212,38,6,1,4,1032,110,59,7,52,150,46,110
"Texas","Ellis",2003,365,263,82,15,5,0,0,159,84,40,0,54,284,24,3
"Texas","Galveston",2003,364,253,80,19,10,2,0,238,93,41,0,13,294,56,1
"Texas","Gregg",2003,365,230,119,14,2,0,0,154,87,43,0,8,294,63,0
"Texas","Harris",2003,365,90,206,32,25,12,0,226,151,62,0,51,143,163,8
"Texas","Harrison",2003,363,245,106,10,2,0,0,169,80,44,0,3,290,70,0
"Texas","Hays",2003,211,157,45,8,1,0,0,154,74,41,0,5,206,0,0
"Texas","Hidalgo",2003,365,263,93,9,0,0,0,150,68,40,0,0,205,78,82
"Texas","Hood",2003,358,285,54,18,1,0,0,151,80,38,0,0,358,0,0
"Texas","Hunt",2003,283,202,73,8,0,0,0,133,80,42,0,14,269,0,0
"Texas","Jeff Davis",2003,58,56,2,0,0,0,0,74,32,14,0,0,0,58,0
"Texas","Jefferson",2003,365,196,128,34,6,1,0,209,101,49,0,6,181,178,0
"Texas","Johnson",2003,365,268,66,28,3,0,0,154,93,41,0,0,365,0,0
"Texas","Kaufman",2003,349,273,71,4,1,0,0,166,67,38,0,12,309,28,0
"Texas","Kleberg",2003,55,45,10,0,0,0,0,79,59,34,0,0,0,55,0
"Texas","Lubbock",2003,60,53,7,0,0,0,0,80,54,29,0,0,0,60,0
"Texas","McLennan",2003,30,20,10,0,0,0,0,94,76,37,0,0,0,30,0
"Texas","Montgomery",2003,362,262,85,9,4,2,0,213,71,42,0,13,286,63,0
"Texas","Nueces",2003,365,283,65,15,2,0,0,169,74,38,0,0,300,65,0
"Texas","Orange",2003,365,242,100,18,5,0,0,185,84,42,0,9,253,103,0
"Texas","Parker",2003,357,264,71,17,5,0,0,185,90,40,0,0,357,0,0
"Texas","Potter",2003,136,125,11,0,0,0,0,70,47,25,0,0,0,136,0
"Texas","Rockwall",2003,364,277,66,20,1,0,0,151,87,40,0,0,364,0,0
"Texas","Smith",2003,360,254,83,22,1,0,0,154,87,42,0,5,355,0,0
"Texas","Tarrant",2003,365,130,183,28,22,2,0,203,133,57,0,14,175,176,0
"Texas","Travis",2003,365,238,107,17,3,0,0,177,84,43,0,9,283,69,4
"Texas","Victoria",2003,358,290,52,14,2,0,0,174,77,34,0,0,358,0,0
"Texas","Webb",2003,365,310,52,2,1,0,0,152,58,34,61,0,263,33,8
"Utah","Box Elder",2003,223,116,91,15,1,0,0,185,97,50,0,0,153,70,0
"Utah","Cache",2003,364,224,130,10,0,0,0,126,83,44,0,137,141,82,4
"Utah","Davis",2003,334,224,93,17,0,0,0,143,84,43,8,168,118,40,0
"Utah","Duchesne",2003,55,55,0,0,0,0,0,33,14,7,0,0,0,0,55
"Utah","Garfield",2003,118,118,0,0,0,0,0,38,19,9,0,0,0,118,0
"Utah","Grand",2003,28,27,1,0,0,0,0,57,35,17,0,0,0,0,28
"Utah","Salt Lake",2003,365,144,182,32,6,1,0,296,101,56,0,105,135,81,44
"Utah","San Juan",2003,336,181,147,8,0,0,0,122,87,49,0,0,323,13,0
"Utah","Tooele",2003,60,50,9,1,0,0,0,122,57,19,0,0,0,60,0
"Utah","Uintah",2003,55,55,0,0,0,0,0,25,12,6,0,0,0,0,55
"Utah","Utah",2003,365,185,150,28,2,0,0,195,97,50,11,105,143,97,9
"Utah","Washington",2003,116,115,1,0,0,0,0,58,25,13,0,0,0,116,0
"Utah","Wayne",2003,100,100,0,0,0,0,0,27,19,10,0,0,0,100,0
"Utah","Weber",2003,365,197,131,35,2,0,0,166,101,49,10,172,132,28,23
"Vermont","Addison",2003,11,7,4,0,0,0,0,62,60,27,0,0,0,11,0
"Vermont","Bennington",2003,354,303,45,6,0,0,0,140,56,34,0,0,313,41,0
"Vermont","Chittenden",2003,365,304,55,6,0,0,0,122,61,37,0,52,258,55,0
"Vermont","Rutland",2003,268,237,29,2,0,0,0,105,54,27,3,192,0,73,0
"Vermont","Windham",2003,5,5,0,0,0,0,0,38,38,22,0,0,0,0,5
"Virgin Islands","St Croix",2003,69,55,14,0,0,0,0,69,57,23,0,0,0,43,26
"Virgin Islands","St John",2003,305,295,10,0,0,0,0,100,36,25,0,0,259,46,0
"Virgin Islands","St Thomas",2003,64,48,12,4,0,0,0,110,75,32,0,0,0,29,35
"Virginia","Alexandria City",2003,365,298,58,6,2,1,0,202,64,38,15,233,117,0,0
"Virginia","Arlington",2003,363,222,124,13,2,2,0,210,80,46,3,207,85,68,0
"Virginia","Bristol City",2003,121,54,66,1,0,0,0,147,74,54,0,0,0,121,0
"Virginia","Caroline",2003,207,146,53,5,2,1,0,202,87,43,0,0,207,0,0
"Virginia","Carroll",2003,55,55,0,0,0,0,0,44,25,14,0,0,0,0,55
"Virginia","Charles",2003,319,226,78,13,2,0,0,185,77,41,0,87,154,78,0
"Virginia","Charlottesville City",2003,59,59,0,0,0,0,0,41,25,15,0,0,0,0,59
"Virginia","Chesapeake City",2003,347,200,144,2,1,0,0,153,68,45,0,0,0,347,0
"Virginia","Chesterfield",2003,253,158,80,13,2,0,0,197,87,45,0,0,162,91,0
"Virginia","Culpeper",2003,58,58,0,0,0,0,0,46,23,14,0,0,0,0,58
"Virginia","Fairfax",2003,365,175,163,22,4,1,0,219,92,52,0,62,104,198,1
"Virginia","Fauquier",2003,209,177,26,5,1,0,0,179,64,38,0,0,209,0,0
"Virginia","Frederick",2003,214,153,53,7,1,0,0,172,80,42,0,0,214,0,0
"Virginia","Fredericksburg City",2003,51,50,1,0,0,0,0,51,24,14,0,0,0,0,51
"Virginia","Giles",2003,357,261,85,10,1,0,0,169,74,41,0,0,357,0,0
"Virginia","Hampton City",2003,363,277,75,9,1,1,0,207,71,36,103,0,178,80,2
"Virginia","Hanover",2003,202,127,53,18,4,0,0,185,101,44,0,0,202,0,0
"Virginia","Henrico",2003,256,154,83,16,3,0,0,187,87,46,0,0,162,94,0
"Virginia","King William",2003,60,59,1,0,0,0,0,55,26,12,0,0,0,0,60
"Virginia","Loudoun",2003,365,262,84,16,2,1,0,212,77,40,0,129,157,79,0
"Virginia","Lynchburg City",2003,96,49,46,1,0,0,0,111,73,50,0,0,0,96,0
"Virginia","Madison",2003,341,220,107,9,5,0,0,200,87,45,0,0,319,22,0
"Virginia","Newport News City",2003,114,77,36,0,1,0,0,152,69,41,0,0,0,114,0
"Virginia","Norfolk City",2003,364,302,61,0,1,0,0,153,57,32,8,259,0,96,1
"Virginia","Northumberland",2003,37,36,1,0,0,0,0,65,23,12,0,0,0,0,37
"Virginia","Page",2003,261,169,84,6,2,0,0,197,80,45,0,0,178,83,0
"Virginia","Prince Edward",2003,205,175,25,5,0,0,0,133,64,36,0,0,205,0,0
"Virginia","Prince William",2003,365,310,46,5,3,1,0,204,64,33,0,172,193,0,0
"Virginia","Richmond City",2003,365,161,197,7,0,0,0,123,76,52,1,70,0,294,0
"Virginia","Roanoke",2003,364,310,48,5,1,0,0,164,64,34,0,165,199,0,0
"Virginia","Roanoke City",2003,235,161,73,1,0,0,0,117,66,20,118,0,0,115,2
"Virginia","Rockbridge",2003,263,196,62,5,0,0,0,143,67,41,0,0,171,92,0
"Virginia","Rockingham",2003,129,123,6,0,0,0,0,72,45,30,0,81,0,0,48
"Virginia","Salem City",2003,116,46,69,1,0,0,0,115,76,54,0,0,0,116,0
"Virginia","Stafford",2003,210,148,52,7,2,1,0,204,84,42,0,0,210,0,0
"Virginia","Suffolk City",2003,212,138,56,14,3,1,0,205,97,45,0,0,212,0,0
"Virginia","Virginia Beach City",2003,123,69,53,0,1,0,0,154,74,45,0,0,0,123,0
"Virginia","Warren",2003,60,60,0,0,0,0,0,44,23,14,0,0,0,0,60
"Virginia","Winchester City",2003,61,61,0,0,0,0,0,50,24,16,0,0,0,0,61
"Virginia","Wythe",2003,210,139,63,6,2,0,0,174,80,45,0,0,210,0,0
"Washington","Adams",2003,365,339,25,1,0,0,0,104,45,24,0,0,0,365,0
"Washington","Asotin",2003,60,54,6,0,0,0,0,67,52,20,0,0,0,0,60
"Washington","Benton",2003,353,314,35,3,0,0,1,1334,52,23,0,0,0,173,180
"Washington","Chelan",2003,41,41,0,0,0,0,0,42,28,14,0,0,0,0,41
"Washington","Clallam",2003,365,286,79,0,0,0,0,80,61,34,0,0,168,197,0
"Washington","Clark",2003,365,282,79,4,0,0,0,119,63,37,11,0,114,240,0
"Washington","Columbia",2003,104,90,14,0,0,0,0,71,53,27,0,0,0,104,0
"Washington","Cowlitz",2003,218,183,35,0,0,0,0,98,60,22,0,0,0,218,0
"Washington","Franklin",2003,349,327,22,0,0,0,0,100,45,22,0,0,0,349,0
"Washington","Grant",2003,65,57,8,0,0,0,0,60,52,24,0,0,0,65,0
"Washington","Grays Harbor",2003,365,318,47,0,0,0,0,81,52,29,0,0,0,360,5
"Washington","Jefferson",2003,365,310,55,0,0,0,0,89,56,24,0,0,0,365,0
"Washington","King",2003,365,189,157,17,2,0,0,179,88,50,0,15,78,272,0
"Washington","Kitsap",2003,21,16,5,0,0,0,0,74,60,40,0,0,0,21,0
"Washington","Kittitas",2003,119,119,0,0,0,0,0,48,33,12,0,0,0,87,32
"Washington","Klickitat",2003,220,187,31,2,0,0,0,115,64,38,0,0,147,73,0
"Washington","Lewis",2003,209,157,42,10,0,0,0,133,84,41,0,0,136,73,0
"Washington","Mason",2003,297,253,42,2,0,0,0,103,61,33,0,0,142,155,0
"Washington","Okanogan",2003,362,190,166,6,0,0,0,133,80,47,0,0,0,362,0
"Washington","Pierce",2003,365,185,148,32,0,0,0,150,95,50,1,0,181,182,1
"Washington","Skagit",2003,361,354,7,0,0,0,0,77,44,31,0,20,341,0,0
"Washington","Skamania",2003,29,29,0,0,0,0,0,49,41,19,0,0,0,29,0
"Washington","Snohomish",2003,365,241,114,10,0,0,0,129,81,40,0,0,0,365,0
"Washington","Spokane",2003,365,208,141,16,0,0,0,139,81,47,41,0,124,195,5
"Washington","Stevens",2003,365,252,112,1,0,0,0,105,67,35,0,0,0,355,10
"Washington","Thurston",2003,364,265,91,8,0,0,0,120,75,39,0,0,122,242,0
"Washington","Walla Walla",2003,362,270,89,1,1,0,1,1234,63,30,0,0,0,297,65
"Washington","Whatcom",2003,364,324,40,0,0,0,0,77,52,31,0,0,125,237,2
"Washington","Whitman",2003,365,337,28,0,0,0,0,97,44,22,0,0,0,365,0
"Washington","Yakima",2003,246,209,35,2,0,0,0,122,60,20,120,0,0,88,38
"West Virginia","Berkeley",2003,262,148,103,8,3,0,0,172,80,46,0,0,164,97,1
"West Virginia","Brooke",2003,364,260,99,4,1,0,0,155,71,31,27,0,0,120,217
"West Virginia","Cabell",2003,261,143,104,11,3,0,0,200,81,49,0,0,163,98,0
"West Virginia","Gilmer",2003,363,327,30,6,0,0,0,126,50,31,0,0,363,0,0
"West Virginia","Greenbrier",2003,213,143,62,7,1,0,0,156,84,45,0,0,213,0,0
"West Virginia","Hancock",2003,365,232,121,9,3,0,0,187,80,44,58,0,132,92,83
"West Virginia","Harrison",2003,118,60,57,1,0,0,0,116,71,50,0,0,0,118,0
"West Virginia","Kanawha",2003,365,245,104,12,4,0,0,177,77,41,0,0,157,102,106
"West Virginia","Marion",2003,114,43,69,2,0,0,0,130,74,56,0,0,0,114,0
"West Virginia","Marshall",2003,116,48,66,1,1,0,0,153,78,54,0,0,0,113,3
"West Virginia","Mercer",2003,112,66,43,3,0,0,0,115,71,42,0,0,0,112,0
"West Virginia","Monongalia",2003,263,154,100,7,2,0,0,179,84,47,0,0,165,95,3
"West Virginia","Ohio",2003,365,260,95,7,2,1,0,206,70,36,103,0,161,100,1
"West Virginia","Raleigh",2003,116,67,48,1,0,0,0,113,71,45,0,0,0,116,0
"West Virginia","Summers",2003,106,75,31,0,0,0,0,97,65,34,0,0,0,106,0
"West Virginia","Tucker",2003,362,290,65,6,1,0,0,151,64,37,0,0,311,51,0
"West Virginia","Wayne",2003,176,167,9,0,0,0,0,66,48,31,0,176,0,0,0
"West Virginia","Wood",2003,259,142,107,8,1,1,0,209,83,48,0,0,161,94,4
"Wisconsin","Ashland",2003,62,55,7,0,0,0,0,69,52,22,0,0,0,56,6
"Wisconsin","Brown",2003,237,178,51,5,2,1,0,204,74,43,0,0,161,75,1
"Wisconsin","Columbia",2003,184,115,56,13,0,0,0,143,97,47,0,0,184,0,0
"Wisconsin","Dane",2003,245,149,84,11,1,0,0,154,87,46,0,0,171,74,0
"Wisconsin","Dodge",2003,365,233,111,21,0,0,0,150,84,44,0,0,238,127,0
"Wisconsin","Door",2003,203,156,33,10,3,1,0,214,84,44,0,0,184,19,0
"Wisconsin","Douglas",2003,70,62,8,0,0,0,0,69,52,20,0,0,0,17,53
"Wisconsin","Eau Claire",2003,54,54,0,0,0,0,0,37,27,14,0,0,0,0,54
"Wisconsin","Florence",2003,183,152,30,1,0,0,0,105,61,41,0,0,183,0,0
"Wisconsin","Fond du Lac",2003,184,133,38,13,0,0,0,136,84,44,0,0,184,0,0
"Wisconsin","Forest",2003,57,56,1,0,0,0,0,53,23,8,0,0,0,0,57
"Wisconsin","Grant",2003,119,75,42,2,0,0,0,112,69,39,0,0,0,119,0
"Wisconsin","Green",2003,184,117,58,9,0,0,0,122,87,46,0,0,184,0,0
"Wisconsin","Jefferson",2003,204,131,55,18,0,0,0,147,97,45,0,0,183,21,0
"Wisconsin","Kenosha",2003,246,159,65,18,4,0,0,179,100,44,0,0,177,69,0
"Wisconsin","Kewaunee",2003,184,137,35,7,4,1,0,206,90,44,0,0,184,0,0
"Wisconsin","Manitowoc",2003,243,170,60,7,5,1,0,208,84,42,0,0,173,70,0
"Wisconsin","Marathon",2003,178,129,39,10,0,0,0,126,87,44,0,0,178,0,0
"Wisconsin","Milwaukee",2003,365,264,76,17,8,0,0,187,87,39,69,61,140,94,1
"Wisconsin","Oneida",2003,181,136,41,4,0,0,0,112,71,42,0,0,181,0,0
"Wisconsin","Outagamie",2003,243,186,48,9,0,0,0,150,74,42,0,0,163,80,0
"Wisconsin","Ozaukee",2003,219,152,46,16,4,1,0,207,100,44,0,0,175,44,0
"Wisconsin","Racine",2003,200,156,32,12,0,0,0,147,87,38,17,0,183,0,0
"Wisconsin","Rock",2003,204,133,56,15,0,0,0,140,93,46,0,0,183,21,0
"Wisconsin","Sauk",2003,357,280,65,12,0,0,0,126,67,36,0,7,328,22,0
"Wisconsin","Sheboygan",2003,184,125,40,15,3,1,0,208,101,44,0,0,184,0,0
"Wisconsin","St. Croix",2003,184,133,44,7,0,0,0,136,77,44,0,0,174,10,0
"Wisconsin","Taylor",2003,284,231,52,1,0,0,0,122,58,38,0,0,235,49,0
"Wisconsin","Vernon",2003,180,110,64,6,0,0,0,119,90,46,0,0,180,0,0
"Wisconsin","Vilas",2003,299,245,50,4,0,0,0,119,61,40,0,0,276,20,3
"Wisconsin","Walworth",2003,183,109,53,20,1,0,0,151,101,46,0,0,183,0,0
"Wisconsin","Washington",2003,184,137,37,9,1,0,0,166,87,44,0,0,184,0,0
"Wisconsin","Waukesha",2003,348,226,113,8,1,0,0,154,78,42,3,0,117,228,0
"Wisconsin","Winnebago",2003,201,142,46,13,0,0,0,143,80,45,0,0,184,17,0
"Wisconsin","Wood",2003,24,17,7,0,0,0,0,92,71,40,0,0,0,24,0
"Wyoming","Albany",2003,360,155,181,23,1,0,0,166,97,54,0,0,351,1,8
"Wyoming","Campbell",2003,365,188,164,13,0,0,0,150,82,50,0,1,208,9,147
"Wyoming","Carbon",2003,46,42,3,1,0,0,0,107,50,19,0,0,0,0,46
"Wyoming","Converse",2003,335,326,9,0,0,0,0,86,37,17,0,229,0,26,80
"Wyoming","Fremont",2003,122,95,26,1,0,0,0,102,64,24,0,0,0,94,28
"Wyoming","Johnson",2003,120,118,2,0,0,0,0,57,25,7,0,0,0,120,0
"Wyoming","Laramie",2003,117,113,4,0,0,0,0,64,33,18,0,0,0,104,13
"Wyoming","Lincoln",2003,365,349,15,1,0,0,0,118,36,15,0,0,0,0,365
"Wyoming","Natrona",2003,57,54,2,1,0,0,0,120,38,16,0,0,0,0,57
"Wyoming","Park",2003,109,108,1,0,0,0,0,55,32,12,0,0,0,61,48
"Wyoming","Platte",2003,58,55,3,0,0,0,0,69,39,14,0,0,0,0,58
"Wyoming","Sheridan",2003,238,188,50,0,0,0,0,93,61,31,0,0,0,88,150
"Wyoming","Sublette",2003,307,227,77,3,0,0,0,105,71,43,0,0,278,29,0
"Wyoming","Sweetwater",2003,365,285,71,9,0,0,0,131,59,28,0,0,0,0,365
"Wyoming","Teton",2003,331,257,73,1,0,0,0,101,64,44,2,0,306,18,5
